attraction_id,attraction_name,nearest_station_id,nearest_station_name,distance_to_station_m,pressure_score,lat,lon,category,type,popularity_score,rating,review_count,source_name,original_name,nearest_metro_line,source_url,google_place_id,google_maps_uri,google_website_uri,google_types,include_in_model,exclude_reason,mapping_confidence,visitor_count_score,official_recognition_score,attraction_scale_score,metro_access_score,opening_availability_score,mapping_confidence_score,penalty_score,attraction_score,scoring_note,data_quality_note,osm_type,osm_id,tourism,historic,leisure,amenity,wikidata,wikipedia,google_match_distance_m
P0557,Fishing Culture Museum,M11,YotsuyaSanchome,337.7,0.516238,35.690868,139.71952,tourism=museum,tourism=museum,6.786,3.8,51.0,OSM,Fishing Culture Museum,Marunouchi,http://tsurinews.co.jp/shiryokan,ChIJueBPY-6MGGAR0eNdwstn0pk,https://maps.google.com/?cid=11084035757749167057&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://tsurinews.co.jp/shiryokan,museum|tourist_attraction|point_of_interest|establishment,False,below dynamic inclusion threshold,high,0,15,16,12,2,5,0,56.786,"score=56.8/110; visitor=0, google=6.8, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,1420799355.0,museum,NA,NA,NA,Q104698254,NA,9.6
P0558,都市緑化植物園,T13,Kiba,436.2,0.516211,35.6732612,139.8075766,leisure=garden,leisure=garden,5.783,4.1,28.0,OSM,都市緑化植物園,Tozai,https://www.tokyo-park.or.jp/park/format/facilities020.html,ChIJP_oW6nWJGGARA_GkYUlRFw4,https://maps.google.com/?cid=1015369616607998211&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.tokyo-park.or.jp/park/format/facilities020.html,garden|point_of_interest|establishment,False,below dynamic inclusion threshold,high,0,20,12,12,2,5,0,56.783,"score=56.8/110; visitor=0, google=5.8, official=20, scale=12, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,way,1418377588.0,NA,NA,garden,NA,NA,NA,1.4
P0559,箕輪,Z14,Oshiage,370.6,0.515934,35.705342,139.815162,tourism=attraction,tourism=attraction,6.753,4.8,50.0,OSM,箕輪,Hanzomon,https://yakinikuminowa.owst.jp/,ChIJldYeRpGPGGARBoQL-tJFmDs,https://maps.google.com/?cid=4294259017138275334&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://yakinikuminowa.owst.jp/,yakiniku_restaurant|japanese_restaurant|restaurant|food|point_of_interest|establishment,False,below dynamic inclusion threshold,high,0,15,16,12,2,5,0,56.753,"score=56.8/110; visitor=0, google=6.8, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,5603040004.0,attraction,NA,NA,NA,NA,NA,469.5
P0560,Tsukuda Machikado Museum,Y21,Tsukishima,396.1,0.515625,35.6678004,139.7822229,tourism=museum,tourism=museum,6.719,3.8,49.0,OSM,Tsukuda Machikado Museum,Yurakucho,http://chuoku-machikadotenjikan.jp/tenjikan/tsukuda/,ChIJq-qVkGWJGGARrK_GNSIDk_Q,https://maps.google.com/?cid=17623433212296867756&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://chuoku-machikadotenjikan.jp/tenjikan/tsukuda/,museum|tourist_attraction|point_of_interest|establishment,False,below dynamic inclusion threshold,high,0,15,16,12,2,5,0,56.719,"score=56.7/110; visitor=0, google=6.7, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,4609249704.0,museum,NA,NA,NA,Q109166065,NA,1.1
P0561,Sogetsu Art Museum,G04,AoyamaItchome,488.6,0.514988,35.674085,139.729314,tourism=museum,tourism=museum,6.649,4.3,47.0,OSM,草月美術館,Ginza,http://www.sogetsu.or.jp/,ChIJF9QcIoGMGGARuFvRFKoXzJI,https://maps.google.com/?cid=10577855644047596472&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.sogetsu.or.jp/,association_or_organization|point_of_interest|establishment,False,below dynamic inclusion threshold,high,0,15,16,12,2,5,0,56.649,"score=56.6/110; visitor=0, google=6.6, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,1420796583.0,museum,NA,NA,NA,NA,NA,11.9
P0562,Diet Front Garden,M14,KokkaiGijidomae,248.3,0.513477,35.6753971,139.7481601,leisure=garden,leisure=garden,7.483,4.0,77.0,OSM,Diet Front Garden,Marunouchi,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/kensei/zentei.htm,ChIJhRouN4mLGGARIeM5EVn5-gY,https://maps.google.com/?cid=502988469341643553&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/kensei/zentei.htm,garden|point_of_interest|establishment,False,below dynamic inclusion threshold,high,0,15,12,15,2,5,0,56.483,"score=56.5/110; visitor=0, google=7.5, official=15, scale=12, metro=15, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,way,140107417.0,NA,NA,garden,NA,Q17221580,ja:国会前庭,24.6
P0563,Otome Road,Y10,HigashiIkebukuro,531.4,0.512903,35.7307084,139.7183194,tourism=attraction,tourism=attraction,6.419,3.9,41.0,OSM,乙女ロード,Yurakucho,http://www.k-books.co.jp/shop/otome,ChIJAQAAAGeNGGARG6QC6JUjBgc,https://maps.google.com/?cid=506131134875345947&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.k-books.co.jp/shop/otome,thrift_store|discount_store|store|service|point_of_interest|establishment,False,below dynamic inclusion threshold,high,0,15,16,12,2,5,0,56.419,"score=56.4/110; visitor=0, google=6.4, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,6477665285.0,attraction,NA,NA,NA,NA,NA,38.3
P0564,Edogawa Rampo Memorial Center for Popular Culture Studies,F08,Kanamecho,423.1,0.511746,35.7319059,139.7028814,tourism=museum,tourism=museum,6.292,4.0,38.0,OSM,江戸川乱歩大衆文化研究センター,Fukutoshin,https://www.rikkyo.ac.jp/research/institute/rampo/,ChIJKaiDS1iNGGARF4kFCIPzUTM,https://maps.google.com/?cid=3698004513148733719&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.rikkyo.ac.jp/aboutus/profile/facilities/edogawaranpo/,research_institute|tourist_attraction|historical_place|point_of_interest|establishment,False,below dynamic inclusion threshold,high,0,15,16,12,2,5,0,56.292,"score=56.3/110; visitor=0, google=6.3, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,10099374041.0,museum,NA,NA,NA,NA,NA,11.8
P0565,Mitsubishi Economic Research Archives,C13,Yushima,479.5,0.510924,35.7096557,139.765997,tourism=museum,tourism=museum,6.202,3.8,36.0,OSM,Mitsubishi Economic Research Archives,Chiyoda,http://www.meri.or.jp/,ChIJ9f0cbySMGGARBZhNSsHXJp8,https://maps.google.com/?cid=11468090726320805893&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.meri.or.jp/,museum|point_of_interest|establishment,False,below dynamic inclusion threshold,high,0,15,16,12,2,5,0,56.202,"score=56.2/110; visitor=0, google=6.2, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,4071181079.0,museum,NA,NA,NA,Q11357080,ja:三菱史料館,0.7
P0566,Ōtaguro Park Memorial Hall,M01,Ogikubo,590.7,0.510496,35.7005489,139.6245414,tourism=attraction,tourism=attraction,6.155,4.1,35.0,OSM,Ōtaguro Park Memorial Hall,Marunouchi,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/ogikubo/1007133.html,ChIJN5ixhgnyGGARAEg9fIK0OVU,https://maps.google.com/?cid=6141138039419521024&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.city.suginami.tokyo.jp/shisetsu/kouen/02/ogikubo/1007133.html,point_of_interest|establishment,False,below dynamic inclusion threshold,high,0,15,16,12,2,5,0,56.155,"score=56.2/110; visitor=0, google=6.2, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,way,328597978.0,attraction,NA,NA,NA,NA,NA,4.1
P0567,WILDMAGIC The Rainbow Farm,Y22,Toyosu,762.7,0.509525,35.6505173,139.7897731,tourism=attraction,tourism=attraction,12.048,3.7,1112.0,OSM,WILDMAGIC The Rainbow Farm,Yurakucho,https://wildmagic.jp,ChIJTZgh6ZmJGGARLURBSjHu2Rk,https://maps.google.com/?cid=1862781816361010221&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://wildmagic.jp/,barbecue_area|restaurant|food|point_of_interest|establishment,False,Google rating below threshold,medium,0,15,16,8,2,3,0,56.048,"score=56.0/110; visitor=0, google=12.0, official=15, scale=16, metro=8, opening=2, mapping=3, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,way,548936864.0,attraction,NA,NA,NA,NA,NA,49.7
P0568,Wadatsumi no Koe Museum,M21,HongoSanchome,510.4,0.508162,35.7112344,139.7590945,tourism=museum,tourism=museum,5.898,4.4,30.0,OSM,Wadatsumi no Koe Museum,Marunouchi,http://www.wadatsuminokoe.org,ChIJX-g5mDCMGGARtHCmaM-viMI,https://maps.google.com/?cid=14017647145539498164&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.wadatsuminokoe.org/,museum|point_of_interest|establishment,False,below dynamic inclusion threshold,high,0,15,16,12,2,5,0,55.898,"score=55.9/110; visitor=0, google=5.9, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,4071196400.0,museum,NA,NA,NA,NA,NA,14.6
P0569,Senshu Bunko,Z06,Kudanshita,486.3,0.50765,35.693263,139.74649,tourism=museum,tourism=museum,5.841,3.5,29.0,OSM,Senshu Bunko,Hanzomon,https://senshu-bunko.or.jp/index.html,ChIJk80baWmMGGARO_Z_Ol-4MMg,https://maps.google.com/?cid=14425232325610567227&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://senshu-bunko.or.jp/index.html,museum|tourist_attraction|point_of_interest|establishment,False,Google rating below threshold,high,0,15,16,12,2,5,0,55.841,"score=55.8/110; visitor=0, google=5.8, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,1420770260.0,museum,NA,NA,NA,Q11405795,ja:千秋文庫,63.0
P0570,日本浮世絵博物館 東京,G19,Asakusa,304.6,0.50765,35.7117112,139.7946169,tourism=museum,tourism=museum,5.841,3.8,29.0,OSM,日本浮世絵博物館 東京,Ginza,https://www.ukiyoegallery.net/,ChIJmWB_08aOGGARmitnGLMpNeI,https://maps.google.com/?cid=16299980275522677658&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.ukiyoegallery.net/,art_gallery|point_of_interest|establishment,False,below dynamic inclusion threshold,high,0,15,16,12,2,5,0,55.841,"score=55.8/110; visitor=0, google=5.8, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,10806528645.0,museum,NA,NA,NA,NA,NA,169.5
P0571,Place M - Red Photo Gallery,M10,ShinjukuGyoemmae,180.3,0.507628,35.6877509,139.7126698,tourism=attraction,tourism=attraction,7.839,4.3,95.0,OSM,Place M - Red Photo Gallery,Marunouchi,https://placem.com/,ChIJq6qL9OmMGGARnbwINiHDD_o,https://maps.google.com/?cid=18018835181540523165&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.placem.com/,art_gallery|tourist_attraction|point_of_interest|establishment,False,below dynamic inclusion threshold,high,0,15,16,15,2,5,5,55.839,"score=55.8/110; visitor=0, google=7.8, official=15, scale=16, metro=15, opening=2, mapping=5, penalty=5",No reliable annual visitor count found; included as representative tourism proxy.,node,6632188885.0,attraction,NA,NA,NA,NA,NA,2.7
P0572,Kameido Umeyashiki,Z13,Kinshicho,1064.3,0.507265,35.7016038,139.8255702,tourism=attraction,tourism=attraction,11.799,3.5,962.0,OSM,亀戸梅屋敷,Hanzomon,https://kameido-umeyashiki.com,ChIJgfNEkc-IGGAR1hDv0Z-m8b0,https://maps.google.com/?cid=13686903947907764438&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://kameido-umeyashiki.com/,tourist_attraction|point_of_interest|establishment,False,Google rating below threshold,medium,0,15,16,8,2,3,0,55.799,"score=55.8/110; visitor=0, google=11.8, official=15, scale=16, metro=8, opening=2, mapping=3, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,4879948722.0,attraction,tree,NA,NA,Q133809283,ja:亀戸梅屋敷,28.8
P0573,Saint gobain,Z05,Hanzomon,291.8,0.506947,35.6831197,139.7400542,tourism=viewpoint,tourism=viewpoint,2.764,3.0,4.0,OSM,Saint gobain,Hanzomon,http://www.saint-gobain.co.jp/,ChIJAQBAJw6MGGARf1AAY3sM6Wc,https://maps.google.com/?cid=7487529579561635967&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.saint-gobain.co.jp/,corporate_office|point_of_interest|establishment,False,Google rating below threshold,high,0,15,16,15,2,5,0,55.764,"score=55.8/110; visitor=0, google=2.8, official=15, scale=16, metro=15, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,5449713526.0,viewpoint,NA,NA,NA,NA,NA,25.1
P0574,おしなりくんの家,Z14,Oshiage,202.7,0.506947,35.7087521,139.8115173,tourism=attraction,tourism=attraction,2.764,4.3,4.0,OSM,おしなりくんの家,Hanzomon,http://oshinari.jp/,ChIJWzireNaOGGARAlea8aRGOQE,https://maps.google.com/?cid=88179341952440066&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://oshinari.jp/,association_or_organization|point_of_interest|establishment,False,below dynamic inclusion threshold,high,0,15,16,15,2,5,0,55.764,"score=55.8/110; visitor=0, google=2.8, official=15, scale=16, metro=15, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,way,319186112.0,attraction,NA,NA,NA,NA,NA,6.5
P0575,Kabukiza Gallery,H10,HigashiGinza,66.1,0.505728,35.669669,139.7679383,tourism=museum,tourism=museum,7.63,3.9,84.0,OSM,Kabukiza Gallery,Hibiya,https://www.shochiku.co.jp/play/theater/kabukiza/ginza-kabukiza/gallery/,ChIJv7Dpy-CLGGARH1EUcwwPtL4,https://maps.google.com/?cid=13741624909158961439&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.shochiku.co.jp/play/theater/kabukiza/ginza-kabukiza/gallery/,tourist_attraction|art_gallery|live_music_venue|event_venue|museum|point_of_interest|establishment,False,below dynamic inclusion threshold,high,0,15,16,15,2,5,5,55.63,"score=55.6/110; visitor=0, google=7.6, official=15, scale=16, metro=15, opening=2, mapping=5, penalty=5",No reliable annual visitor count found; included as representative tourism proxy.,node,7638842706.0,museum,NA,NA,NA,NA,NA,10.8
P0576,Shitamachi museum annex [Yoshidaya],C14,Nezu,648.8,0.504803,35.7213055,139.7710053,tourism=museum,tourism=museum,5.528,4.0,24.0,OSM,Shitamachi museum annex [Yoshidaya],Chiyoda,https://www.taitogeibun.net/shitamachi/shitamachi_annex/,ChIJvViaSQCNGGARIrGalJ3hidM,https://maps.google.com/?cid=15242962480731435298&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.taitogeibun.net/shitamachi/shitamachi_annex/,museum|point_of_interest|establishment,False,below dynamic inclusion threshold,high,0,15,16,12,2,5,0,55.528,"score=55.5/110; visitor=0, google=5.5, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,way,914133670.0,museum,NA,NA,NA,Q59268117,NA,1240.7
P0577,Naruse Memorial Hall,F10,Zoshigaya,635.6,0.504166,35.716316,139.71988,tourism=museum,tourism=museum,5.458,3.9,23.0,OSM,Naruse Memorial Hall,Fukutoshin,https://www.jwu.ac.jp/unv/about/institutes/naruse_memorial/index.html,ChIJ7wLWuhGNGGARvkOtI3XYCy0,https://maps.google.com/?cid=3245925954071905214&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.jwu.ac.jp/unv/about/institutes/naruse_memorial/index.html,history_museum|tourist_attraction|museum|point_of_interest|establishment,False,below dynamic inclusion threshold,high,0,15,16,12,2,5,0,55.458,"score=55.5/110; visitor=0, google=5.5, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,1420781050.0,museum,NA,NA,NA,NA,NA,2.8
P0578,ブレーキ博物館,Z13,Kinshicho,620.5,0.454545,35.694138,139.809419,tourism=museum,tourism=museum,0.0,4.4,23.0,OSM,ブレーキ博物館,Hanzomon,https://sasga.co.jp/brake_museum/,ChIJwfH43iiJGGARoMFueXX7aIk,https://maps.google.com/?cid=9901440262741082528&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://sasga.co.jp/brake_museum/,museum|tourist_attraction|point_of_interest|establishment,False,below dynamic inclusion threshold,high,0,15,16,12,2,5,0,50.0,"score=50.0/110; visitor=0, google=0.0, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy. Google Places match is 3334m from original POI coordinate; popularity score set to 0 due to location mismatch.,node,1420765316.0,museum,NA,NA,NA,NA,NA,3333.8
P0579,Suga Shrine Onnazaka,M11,YotsuyaSanchome,430.9,0.502807,35.6853632,139.7229993,tourism=attraction,tourism=attraction,5.309,4.7,21.0,OSM,須賀神社 女坂,Marunouchi,https://sugajinjya.or.jp/,ChIJ3RyjCTWNGGARhQjiKnayhEA,https://maps.google.com/?cid=4649036935948535941&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://sugajinjya.or.jp/,historical_landmark|historical_place|point_of_interest|establishment,False,below dynamic inclusion threshold,high,0,15,16,12,2,5,0,55.309,"score=55.3/110; visitor=0, google=5.3, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,10768189905.0,attraction,NA,NA,NA,NA,NA,8.2
P0580,Shotaro Akiyama Photo Art Museum,G02,OmoteSando,498.6,0.500518,35.6633995,139.7176082,tourism=museum,tourism=museum,5.057,3.8,18.0,OSM,Shotaro Akiyama Photo Art Museum,Ginza,http://akiyama-shotaro.com/,ChIJ_7sGxGOLGGAR7PhH5QQ5nNw,https://maps.google.com/?cid=15896643477900359916&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://akiyama-shotaro.com/,art_museum|tourist_attraction|museum|point_of_interest|establishment,False,below dynamic inclusion threshold,high,0,15,16,12,2,5,0,55.057,"score=55.1/110; visitor=0, google=5.1, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,2999882990.0,museum,NA,NA,NA,NA,NA,1.4
P0581,Coaster Museum,T19,MinamiGyotoku,222.7,0.498971,35.6709288,139.9033564,tourism=museum,tourism=museum,1.887,5.0,2.0,OSM,Coaster Museum,Tozai,https://www.coastermuseum.com/,ChIJ001bNLOHGGARxSA127uzD7I,https://maps.google.com/?cid=12830671482819780805&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.coastermuseum.com/,museum|point_of_interest|establishment,False,below dynamic inclusion threshold,high,0,15,16,15,2,5,0,54.887,"score=54.9/110; visitor=0, google=1.9, official=15, scale=16, metro=15, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,9417687220.0,museum,NA,NA,NA,NA,NA,5.6
P0582,富士見台,M07,NishiShinjuku,660.9,0.496827,35.6888875,139.6902041,tourism=viewpoint,tourism=viewpoint,4.651,3.6,14.0,OSM,富士見台,Marunouchi,https://parks.prfj.or.jp/shinjuku/facilities/#facilities_7,ChIJMwbxXeXzGGARvR7cE6ZvJBA,https://maps.google.com/?cid=1163177362856877757&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://parks.prfj.or.jp/shinjuku/facilities/#facilities_7,historical_landmark|historical_place|park|point_of_interest|establishment,False,Google rating below threshold,high,0,15,16,12,2,5,0,54.651,"score=54.7/110; visitor=0, google=4.7, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,5580334182.0,viewpoint,NA,NA,NA,NA,NA,2.3
P0583,（株）秋華洞 Gallery Shukado,H09,Ginza,255.8,0.496806,35.6710329,139.7614285,tourism=museum,tourism=museum,6.649,4.2,47.0,OSM,（株）秋華洞 Gallery Shukado,Hibiya,https://www.syukado.jp/,ChIJ9Y2eOO-LGGARI5fhTJCRrkE,https://maps.google.com/?cid=4732880307364140835&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.syukado.jp/,art_gallery|point_of_interest|establishment,False,below dynamic inclusion threshold,high,0,15,16,15,2,5,5,54.649,"score=54.6/110; visitor=0, google=6.6, official=15, scale=16, metro=15, opening=2, mapping=5, penalty=5",No reliable annual visitor count found; included as representative tourism proxy.,node,5161860624.0,museum,NA,NA,NA,NA,NA,7.2
P0584,Kanda-myōjin Museum,G14,Suehirocho,358.5,0.494593,35.7022569,139.7678448,tourism=museum,tourism=museum,4.405,3.9,12.0,OSM,Kanda-myōjin Museum,Ginza,https://www.kandamyoujin.or.jp/museum/,ChIJWUbaPwCNGGARErDIapZN4sY,https://maps.google.com/?cid=14331102272678309906&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.kandamyoujin.or.jp/museum/,museum|point_of_interest|establishment,False,below dynamic inclusion threshold,high,0,15,16,12,2,5,0,54.405,"score=54.4/110; visitor=0, google=4.4, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,way,91234941.0,museum,NA,NA,NA,NA,NA,3.8
P0585,Tsumami Kanzashi Museum,T03,Takadanobaba,430.6,0.494593,35.7102725,139.7020407,tourism=museum,tourism=museum,4.405,3.0,12.0,OSM,Tsumami Kanzashi Museum,Tozai,https://kanzashi.org,ChIJR-fIGjqNGGARhrSLY9q5yyM,https://maps.google.com/?cid=2579359559223850118&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://kanzashi.org/,museum|point_of_interest|establishment,False,Google rating below threshold,high,0,15,16,12,2,5,0,54.405,"score=54.4/110; visitor=0, google=4.4, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,6490388463.0,museum,NA,NA,NA,NA,NA,7.0
P0586,Waseda Sports Museum,T04,Waseda,474.0,0.494593,35.7061879,139.7169783,tourism=museum,tourism=museum,4.405,4.4,12.0,OSM,Waseda Sports Museum,Tozai,https://www.waseda.jp/culture/spomu/,ChIJQ3VKGVeNGGARHZi47VEoQPw,https://maps.google.com/?cid=18176572428413081629&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.waseda.jp/culture/about/facilities/spomu/,museum|point_of_interest|establishment,False,below dynamic inclusion threshold,high,0,15,16,12,2,5,0,54.405,"score=54.4/110; visitor=0, google=4.4, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,10933634354.0,museum,NA,NA,NA,NA,NA,39.2
P0587,QUARK MUSEUM,H17,NakaOkachimachi,136.7,0.492641,35.7076354,139.7752774,tourism=museum,tourism=museum,1.19,5.0,1.0,OSM,QUARK MUSEUM,Hibiya,https://www.quarkmuseum.com/,ChIJu5SOamOPGGARbmPeqh3xoCg,https://maps.google.com/?cid=2927604867513869166&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.quarkmuseum.com/jp/,museum|point_of_interest|establishment,False,below dynamic inclusion threshold,high,0,15,16,15,2,5,0,54.19,"score=54.2/110; visitor=0, google=1.2, official=15, scale=16, metro=15, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,13588730450.0,museum,NA,NA,NA,NA,NA,5.8
P0588,Children's Mineral Museum,F14,KitaSando,562.1,0.491985,35.6744925,139.7092578,tourism=museum,tourism=museum,4.118,3.6,10.0,OSM,Children's Mineral Museum,Fukutoshin,http://www.kodomokoubutsukan.com/,ChIJw3YVAb2MGGARAU_2AH6FeRY,https://maps.google.com/?cid=1619472317244919553&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.kodomokoubutsukan.com/,tourist_attraction|museum|point_of_interest|establishment,False,Google rating below threshold,high,0,15,16,12,2,5,0,54.118,"score=54.1/110; visitor=0, google=4.1, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,5158143489.0,museum,NA,NA,NA,NA,NA,5.4
